lead_id,timestamp,channel,touchpoint_order,journey_length,converted,revenue
L00513,2024-07-03,Paid Search,6,6,0,0
L00514,2024-04-20,Sales Call,1,4,1,2413
L00514,2024-04-21,Webinar,2,4,1,2413
L00514,2024-04-28,Blog Post,3,4,1,2413
L00514,2024-04-26,Whitepaper,4,4,1,2413
L00515,2024-06-19,Paid Search,1,6,1,643
L00515,2024-06-23,Organic Search,2,6,1,643
L00515,2024-06-23,LinkedIn Ad,3,6,1,643
L00515,2024-07-01,Whitepaper,4,6,1,643
L00515,2024-06-27,Facebook Ad,5,6,1,643
L00515,2024-06-29,Webinar,6,6,1,643
L00516,2024-04-13,Whitepaper,1,2,0,0
L00516,2024-04-15,Facebook Ad,2,2,0,0
L00517,2024-06-18,Email Campaign,1,6,1,1737
L00517,2024-06-21,Demo Request,2,6,1,1737
L00517,2024-06-22,LinkedIn Ad,3,6,1,1737
L00517,2024-06-21,Sales Call,4,6,1,1737
L00517,2024-06-26,Webinar,5,6,1,1737
L00517,2024-06-23,Whitepaper,6,6,1,1737
L00518,2024-06-01,Email Campaign,1,6,1,2131
L00518,2024-06-04,Sales Call,2,6,1,2131
L00518,2024-06-05,Webinar,3,6,1,2131
L00518,2024-06-10,LinkedIn Ad,4,6,1,2131
L00518,2024-06-17,Product Page,5,6,1,2131
L00518,2024-06-06,Whitepaper,6,6,1,2131
L00519,2024-06-08,Product Page,1,4,0,0
L00519,2024-06-12,Sales Call,2,4,0,0
L00519,2024-06-10,Paid Search,3,4,0,0
L00519,2024-06-17,Email Campaign,4,4,0,0
L00520,2024-08-01,Facebook Ad,1,6,0,0
L00520,2024-08-05,Whitepaper,2,6,0,0
L00520,2024-08-09,Paid Search,3,6,0,0
L00520,2024-08-10,Blog Post,4,6,0,0
L00520,2024-08-05,Sales Call,5,6,0,0
L00520,2024-08-06,Product Page,6,6,0,0
L00521,2024-07-23,LinkedIn Ad,1,3,0,0
L00521,2024-07-27,Paid Search,2,3,0,0
L00521,2024-07-29,Organic Search,3,3,0,0
L00522,2024-03-30,Blog Post,1,5,0,0
L00522,2024-03-31,Webinar,2,5,0,0
L00522,2024-04-05,Demo Request,3,5,0,0
L00522,2024-04-02,Facebook Ad,4,5,0,0
L00522,2024-04-15,Product Page,5,5,0,0
L00523,2024-11-26,LinkedIn Ad,1,3,0,0
L00523,2024-11-30,Email Campaign,2,3,0,0
L00523,2024-12-04,Demo Request,3,3,0,0
L00524,2024-02-28,Facebook Ad,1,2,0,0
L00524,2024-03-03,LinkedIn Ad,2,2,0,0
L00525,2024-01-26,Whitepaper,1,2,1,2040
L00525,2024-01-28,Product Page,2,2,1,2040
L00526,2024-09-23,Whitepaper,1,4,0,0
L00526,2024-09-24,Sales Call,2,4,0,0
L00526,2024-10-01,Blog Post,3,4,0,0
L00526,2024-10-05,Demo Request,4,4,0,0
L00527,2024-11-16,Organic Search,1,5,0,0
L00527,2024-11-19,Paid Search,2,5,0,0
L00527,2024-11-24,Webinar,3,5,0,0
L00527,2024-11-22,Whitepaper,4,5,0,0
L00527,2024-12-02,Demo Request,5,5,0,0
L00528,2024-02-16,Facebook Ad,1,2,0,0
L00528,2024-02-17,Demo Request,2,2,0,0
L00529,2024-08-28,Email Campaign,1,3,0,0
L00529,2024-08-29,Organic Search,2,3,0,0
L00529,2024-09-05,Demo Request,3,3,0,0
L00530,2024-09-04,Blog Post,1,4,1,2003
L00530,2024-09-05,Whitepaper,2,4,1,2003
L00530,2024-09-08,Demo Request,3,4,1,2003
L00530,2024-09-10,Sales Call,4,4,1,2003
L00531,2024-02-15,Product Page,1,6,1,698
L00531,2024-02-17,Organic Search,2,6,1,698
L00531,2024-02-19,Paid Search,3,6,1,698
L00531,2024-02-21,Webinar,4,6,1,698
L00531,2024-02-23,Sales Call,5,6,1,698
L00531,2024-02-25,LinkedIn Ad,6,6,1,698
L00532,2024-10-28,Email Campaign,1,3,0,0
L00532,2024-10-31,Webinar,2,3,0,0
L00532,2024-11-01,Sales Call,3,3,0,0
L00533,2024-01-08,Organic Search,1,6,0,0
L00533,2024-01-09,Webinar,2,6,0,0
L00533,2024-01-14,Sales Call,3,6,0,0
L00533,2024-01-20,Facebook Ad,4,6,0,0
L00533,2024-01-12,LinkedIn Ad,5,6,0,0
L00533,2024-01-13,Blog Post,6,6,0,0
L00534,2024-02-19,Blog Post,1,6,1,721
L00534,2024-02-22,Paid Search,2,6,1,721
L00534,2024-02-27,Webinar,3,6,1,721
L00534,2024-03-02,Whitepaper,4,6,1,721
L00534,2024-02-27,Product Page,5,6,1,721
L00534,2024-02-24,Sales Call,6,6,1,721
L00535,2024-09-30,Blog Post,1,2,1,2369
L00535,2024-10-03,Demo Request,2,2,1,2369
L00536,2024-06-02,Sales Call,1,3,0,0
L00536,2024-06-06,Demo Request,2,3,0,0
L00536,2024-06-10,Paid Search,3,3,0,0
L00537,2024-05-04,LinkedIn Ad,1,4,1,1932
L00537,2024-05-05,Paid Search,2,4,1,1932
L00537,2024-05-10,Webinar,3,4,1,1932
L00537,2024-05-13,Email Campaign,4,4,1,1932
L00538,2024-04-03,Email Campaign,1,5,0,0
L00538,2024-04-06,Product Page,2,5,0,0
L00538,2024-04-09,Sales Call,3,5,0,0
L00538,2024-04-06,LinkedIn Ad,4,5,0,0
L00538,2024-04-15,Paid Search,5,5,0,0
L00539,2024-12-07,Demo Request,1,3,1,1005
L00539,2024-12-09,Product Page,2,3,1,1005
L00539,2024-12-15,Webinar,3,3,1,1005
L00540,2024-02-05,Product Page,1,3,0,0
L00540,2024-02-09,Organic Search,2,3,0,0
L00540,2024-02-13,Demo Request,3,3,0,0
L00541,2024-08-03,Organic Search,1,4,1,1513
L00541,2024-08-07,LinkedIn Ad,2,4,1,1513
L00541,2024-08-11,Email Campaign,3,4,1,1513
L00541,2024-08-09,Whitepaper,4,4,1,1513
L00542,2024-12-14,Product Page,1,4,1,2608
L00542,2024-12-18,Whitepaper,2,4,1,2608
L00542,2024-12-16,LinkedIn Ad,3,4,1,2608
L00542,2024-12-17,Sales Call,4,4,1,2608
L00543,2024-09-04,Email Campaign,1,2,0,0
L00543,2024-09-07,Demo Request,2,2,0,0
L00544,2024-06-08,Email Campaign,1,2,0,0
L00544,2024-06-09,LinkedIn Ad,2,2,0,0
L00545,2024-04-26,Webinar,1,4,1,2626
L00545,2024-04-29,Demo Request,2,4,1,2626
L00545,2024-05-02,Blog Post,3,4,1,2626
L00545,2024-04-29,Email Campaign,4,4,1,2626
L00546,2024-04-25,Product Page,1,6,0,0
L00546,2024-04-29,Sales Call,2,6,0,0
L00546,2024-04-27,Demo Request,3,6,0,0
L00546,2024-05-04,Whitepaper,4,6,0,0
L00546,2024-05-03,Email Campaign,5,6,0,0
L00546,2024-05-15,Blog Post,6,6,0,0
L00547,2024-02-27,Blog Post,1,2,0,0
L00547,2024-02-28,Whitepaper,2,2,0,0
L00548,2024-11-10,Organic Search,1,3,1,848
L00548,2024-11-11,Email Campaign,2,3,1,848
L00548,2024-11-12,Demo Request,3,3,1,848
L00549,2024-10-04,Sales Call,1,2,1,2084
L00549,2024-10-08,Paid Search,2,2,1,2084
L00550,2024-11-07,Webinar,1,4,0,0
L00550,2024-11-08,Demo Request,2,4,0,0
L00550,2024-11-13,Blog Post,3,4,0,0
L00550,2024-11-19,Organic Search,4,4,0,0
L00551,2024-04-18,Demo Request,1,4,0,0
L00551,2024-04-21,Whitepaper,2,4,0,0
L00551,2024-04-24,Blog Post,3,4,0,0
L00551,2024-04-27,Facebook Ad,4,4,0,0
L00552,2024-05-11,Organic Search,1,6,1,2467
L00552,2024-05-13,Demo Request,2,6,1,2467
L00552,2024-05-19,Whitepaper,3,6,1,2467
L00552,2024-05-20,LinkedIn Ad,4,6,1,2467
L00552,2024-05-19,Blog Post,5,6,1,2467
L00552,2024-05-31,Email Campaign,6,6,1,2467
L00553,2024-05-26,Demo Request,1,2,1,895
L00553,2024-05-29,Webinar,2,2,1,895
L00554,2024-09-27,LinkedIn Ad,1,3,1,3108
L00554,2024-09-28,Facebook Ad,2,3,1,3108
L00554,2024-09-29,Organic Search,3,3,1,3108
L00555,2024-02-09,Demo Request,1,4,0,0
L00555,2024-02-10,Paid Search,2,4,0,0
L00555,2024-02-17,Facebook Ad,3,4,0,0
L00555,2024-02-15,Organic Search,4,4,0,0
L00556,2024-01-04,Whitepaper,1,3,0,0
L00556,2024-01-06,Email Campaign,2,3,0,0
L00556,2024-01-06,Webinar,3,3,0,0
L00557,2024-09-04,LinkedIn Ad,1,6,1,3937
L00557,2024-09-07,Webinar,2,6,1,3937
L00557,2024-09-06,Facebook Ad,3,6,1,3937
L00557,2024-09-07,Demo Request,4,6,1,3937
L00557,2024-09-16,Blog Post,5,6,1,3937
L00557,2024-09-14,Whitepaper,6,6,1,3937
L00558,2024-02-23,Whitepaper,1,5,1,2686
L00558,2024-02-24,Organic Search,2,5,1,2686
L00558,2024-02-25,LinkedIn Ad,3,5,1,2686
L00558,2024-02-29,Facebook Ad,4,5,1,2686
L00558,2024-03-10,Blog Post,5,5,1,2686
L00559,2024-11-12,Email Campaign,1,6,1,2885
L00559,2024-11-15,Whitepaper,2,6,1,2885
L00559,2024-11-20,Product Page,3,6,1,2885
L00559,2024-11-21,Webinar,4,6,1,2885
L00559,2024-11-20,LinkedIn Ad,5,6,1,2885
L00559,2024-11-27,Paid Search,6,6,1,2885
L00560,2024-08-26,Whitepaper,1,5,1,1274
L00560,2024-08-27,Product Page,2,5,1,1274
L00560,2024-08-28,Email Campaign,3,5,1,1274
L00560,2024-09-04,Demo Request,4,5,1,1274
L00560,2024-09-03,Sales Call,5,5,1,1274
L00561,2024-01-25,Sales Call,1,6,1,2564
L00561,2024-01-28,Blog Post,2,6,1,2564
L00561,2024-01-31,Whitepaper,3,6,1,2564
L00561,2024-01-31,Facebook Ad,4,6,1,2564
L00561,2024-01-29,Paid Search,5,6,1,2564
L00561,2024-02-04,LinkedIn Ad,6,6,1,2564
L00562,2024-08-28,Product Page,1,6,1,1399
L00562,2024-08-31,Blog Post,2,6,1,1399
L00562,2024-09-03,Facebook Ad,3,6,1,1399
L00562,2024-09-06,Demo Request,4,6,1,1399
L00562,2024-09-05,Webinar,5,6,1,1399
L00562,2024-09-07,LinkedIn Ad,6,6,1,1399
L00563,2024-09-11,Facebook Ad,1,3,0,0
L00563,2024-09-12,Whitepaper,2,3,0,0
L00563,2024-09-13,Email Campaign,3,3,0,0
L00564,2024-08-01,Whitepaper,1,3,0,0
L00564,2024-08-02,Email Campaign,2,3,0,0
L00564,2024-08-09,Product Page,3,3,0,0
L00565,2024-05-02,Blog Post,1,2,1,3596
L00565,2024-05-03,Sales Call,2,2,1,3596
L00566,2024-03-21,Paid Search,1,5,1,4487
L00566,2024-03-24,Demo Request,2,5,1,4487
L00566,2024-03-29,Product Page,3,5,1,4487
L00566,2024-03-27,Webinar,4,5,1,4487
L00566,2024-04-06,Facebook Ad,5,5,1,4487
L00567,2024-07-16,Email Campaign,1,4,0,0
L00567,2024-07-19,LinkedIn Ad,2,4,0,0
L00567,2024-07-22,Blog Post,3,4,0,0
L00567,2024-07-22,Organic Search,4,4,0,0
L00568,2024-03-21,Blog Post,1,2,1,1705
L00568,2024-03-24,Paid Search,2,2,1,1705
L00569,2024-11-03,Email Campaign,1,5,0,0
L00569,2024-11-06,Whitepaper,2,5,0,0
L00569,2024-11-05,Blog Post,3,5,0,0
L00569,2024-11-12,Demo Request,4,5,0,0
L00569,2024-11-07,Paid Search,5,5,0,0
L00570,2024-07-01,Facebook Ad,1,6,1,1632
L00570,2024-07-02,Product Page,2,6,1,1632
L00570,2024-07-03,Blog Post,3,6,1,1632
L00570,2024-07-10,Demo Request,4,6,1,1632
L00570,2024-07-09,Paid Search,5,6,1,1632
L00570,2024-07-16,Organic Search,6,6,1,1632
L00571,2024-12-04,Demo Request,1,5,0,0
L00571,2024-12-08,Sales Call,2,5,0,0
L00571,2024-12-10,Facebook Ad,3,5,0,0
L00571,2024-12-16,Product Page,4,5,0,0
L00571,2024-12-12,Organic Search,5,5,0,0
L00572,2024-07-07,Sales Call,1,3,0,0
L00572,2024-07-11,Product Page,2,3,0,0
L00572,2024-07-15,Facebook Ad,3,3,0,0
L00573,2024-06-16,Sales Call,1,4,0,0
L00573,2024-06-17,Facebook Ad,2,4,0,0
L00573,2024-06-18,Organic Search,3,4,0,0
L00573,2024-06-19,Paid Search,4,4,0,0
L00574,2024-08-27,Webinar,1,6,1,1106
L00574,2024-08-29,Email Campaign,2,6,1,1106
L00574,2024-09-02,Whitepaper,3,6,1,1106
L00574,2024-09-05,Paid Search,4,6,1,1106
L00574,2024-09-12,Demo Request,5,6,1,1106
L00574,2024-09-16,Product Page,6,6,1,1106
L00575,2024-11-08,Organic Search,1,4,0,0
L00575,2024-11-12,Product Page,2,4,0,0
L00575,2024-11-14,LinkedIn Ad,3,4,0,0
L00575,2024-11-14,Webinar,4,4,0,0
L00576,2024-04-23,Sales Call,1,4,1,1190
L00576,2024-04-26,Whitepaper,2,4,1,1190
L00576,2024-04-29,Demo Request,3,4,1,1190
L00576,2024-05-02,Facebook Ad,4,4,1,1190
L00577,2024-04-22,Blog Post,1,5,1,782
L00577,2024-04-24,Email Campaign,2,5,1,782
L00577,2024-04-24,Sales Call,3,5,1,782
L00577,2024-05-01,Organic Search,4,5,1,782
L00577,2024-04-26,Webinar,5,5,1,782
L00578,2024-11-29,Paid Search,1,2,1,2890
L00578,2024-12-01,Demo Request,2,2,1,2890
L00579,2024-11-13,Facebook Ad,1,2,1,1591
L00579,2024-11-17,Product Page,2,2,1,1591
L00580,2024-10-15,Organic Search,1,5,1,2169
L00580,2024-10-19,LinkedIn Ad,2,5,1,2169
L00580,2024-10-19,Webinar,3,5,1,2169
L00580,2024-10-24,Demo Request,4,5,1,2169
L00580,2024-10-27,Sales Call,5,5,1,2169
L00581,2024-05-07,Webinar,1,4,1,1594
L00581,2024-05-08,Whitepaper,2,4,1,1594
L00581,2024-05-15,LinkedIn Ad,3,4,1,1594
L00581,2024-05-19,Blog Post,4,4,1,1594
L00582,2024-08-05,Organic Search,1,2,0,0
L00582,2024-08-06,Sales Call,2,2,0,0
L00583,2024-01-06,Blog Post,1,3,1,665
L00583,2024-01-07,Demo Request,2,3,1,665
L00583,2024-01-14,Paid Search,3,3,1,665
L00584,2024-03-22,Email Campaign,1,6,1,1337
L00584,2024-03-26,Blog Post,2,6,1,1337
L00584,2024-03-24,Whitepaper,3,6,1,1337
L00584,2024-03-25,Product Page,4,6,1,1337
L00584,2024-04-03,Paid Search,5,6,1,1337
L00584,2024-03-27,Demo Request,6,6,1,1337
L00585,2024-10-17,Whitepaper,1,2,1,1469
L00585,2024-10-19,Blog Post,2,2,1,1469
L00586,2024-06-14,Facebook Ad,1,3,0,0
L00586,2024-06-16,Paid Search,2,3,0,0
L00586,2024-06-20,Email Campaign,3,3,0,0
L00587,2024-06-05,LinkedIn Ad,1,4,1,1679
L00587,2024-06-07,Whitepaper,2,4,1,1679
L00587,2024-06-13,Blog Post,3,4,1,1679
L00587,2024-06-14,Sales Call,4,4,1,1679
L00588,2024-11-17,Organic Search,1,4,0,0
L00588,2024-11-18,Email Campaign,2,4,0,0
L00588,2024-11-21,Blog Post,3,4,0,0
L00588,2024-11-23,Facebook Ad,4,4,0,0
L00589,2024-09-22,LinkedIn Ad,1,4,0,0
L00589,2024-09-23,Demo Request,2,4,0,0
L00589,2024-09-30,Webinar,3,4,0,0
L00589,2024-10-04,Product Page,4,4,0,0
L00590,2024-04-09,Product Page,1,4,1,3496
L00590,2024-04-13,Email Campaign,2,4,1,3496
L00590,2024-04-13,Paid Search,3,4,1,3496
L00590,2024-04-12,Webinar,4,4,1,3496
L00591,2024-06-02,Sales Call,1,4,1,2478
L00591,2024-06-04,Paid Search,2,4,1,2478
L00591,2024-06-04,LinkedIn Ad,3,4,1,2478
L00591,2024-06-11,Product Page,4,4,1,2478
L00592,2024-10-10,Whitepaper,1,2,0,0
L00592,2024-10-11,Email Campaign,2,2,0,0
L00593,2024-05-16,Facebook Ad,1,2,0,0
L00593,2024-05-19,Organic Search,2,2,0,0
L00594,2024-03-13,Blog Post,1,5,1,3039
L00594,2024-03-15,Webinar,2,5,1,3039
L00594,2024-03-17,Facebook Ad,3,5,1,3039
L00594,2024-03-25,Whitepaper,4,5,1,3039
L00594,2024-03-29,Demo Request,5,5,1,3039
L00595,2024-11-25,Blog Post,1,2,0,0
L00595,2024-11-28,Email Campaign,2,2,0,0
L00596,2024-08-31,Blog Post,1,4,1,1650
L00596,2024-09-01,Demo Request,2,4,1,1650
L00596,2024-09-06,Organic Search,3,4,1,1650
L00596,2024-09-03,Sales Call,4,4,1,1650
L00597,2024-09-04,Sales Call,1,2,0,0
L00597,2024-09-05,Email Campaign,2,2,0,0
L00598,2024-06-18,Facebook Ad,1,2,1,714
L00598,2024-06-22,Organic Search,2,2,1,714
L00599,2024-09-01,Sales Call,1,2,0,0
L00599,2024-09-04,Paid Search,2,2,0,0
L00600,2024-03-09,Whitepaper,1,2,0,0
L00600,2024-03-13,Blog Post,2,2,0,0
L00601,2024-03-01,LinkedIn Ad,1,4,0,0
L00601,2024-03-04,Webinar,2,4,0,0
L00601,2024-03-05,Product Page,3,4,0,0
L00601,2024-03-07,Blog Post,4,4,0,0
L00602,2024-04-03,Paid Search,1,3,0,0
L00602,2024-04-06,Blog Post,2,3,0,0
L00602,2024-04-07,Email Campaign,3,3,0,0
L00603,2024-06-12,Demo Request,1,4,1,3133
L00603,2024-06-15,Facebook Ad,2,4,1,3133
L00603,2024-06-14,Sales Call,3,4,1,3133
L00603,2024-06-24,LinkedIn Ad,4,4,1,3133
L00604,2024-08-25,Whitepaper,1,4,1,2545
L00604,2024-08-28,LinkedIn Ad,2,4,1,2545
L00604,2024-08-29,Sales Call,3,4,1,2545
L00604,2024-08-31,Email Campaign,4,4,1,2545
L00605,2024-04-16,Webinar,1,6,0,0
L00605,2024-04-19,Product Page,2,6,0,0
L00605,2024-04-18,Whitepaper,3,6,0,0
L00605,2024-04-28,Facebook Ad,4,6,0,0
L00605,2024-05-02,Sales Call,5,6,0,0
L00605,2024-04-21,Paid Search,6,6,0,0
L00606,2024-12-03,Sales Call,1,2,0,0
L00606,2024-12-06,Demo Request,2,2,0,0
L00607,2024-02-27,Paid Search,1,6,1,2430
L00607,2024-03-01,Product Page,2,6,1,2430
L00607,2024-03-06,Whitepaper,3,6,1,2430
L00607,2024-03-04,Email Campaign,4,6,1,2430
L00607,2024-03-06,Organic Search,5,6,1,2430
L00607,2024-03-18,Blog Post,6,6,1,2430
L00608,2024-01-18,Paid Search,1,5,1,2147
L00608,2024-01-21,Organic Search,2,5,1,2147
L00608,2024-01-22,Product Page,3,5,1,2147
L00608,2024-01-30,Facebook Ad,4,5,1,2147
L00608,2024-01-30,Blog Post,5,5,1,2147
L00609,2024-09-16,Product Page,1,6,1,1455
L00609,2024-09-20,LinkedIn Ad,2,6,1,1455
L00609,2024-09-22,Demo Request,3,6,1,1455
L00609,2024-09-19,Email Campaign,4,6,1,1455
L00609,2024-09-28,Webinar,5,6,1,1455
L00609,2024-09-26,Blog Post,6,6,1,1455
L00610,2024-08-29,Whitepaper,1,4,1,1278
L00610,2024-08-30,Paid Search,2,4,1,1278
L00610,2024-09-02,Facebook Ad,3,4,1,1278
L00610,2024-09-04,Sales Call,4,4,1,1278
L00611,2024-05-12,Paid Search,1,6,1,1832
L00611,2024-05-14,Product Page,2,6,1,1832
L00611,2024-05-20,Whitepaper,3,6,1,1832
L00611,2024-05-15,Organic Search,4,6,1,1832
L00611,2024-05-20,Facebook Ad,5,6,1,1832
L00611,2024-05-27,Sales Call,6,6,1,1832
L00612,2024-03-09,Product Page,1,5,1,3014
L00612,2024-03-13,Webinar,2,5,1,3014
L00612,2024-03-17,Whitepaper,3,5,1,3014
L00612,2024-03-21,Organic Search,4,5,1,3014
L00612,2024-03-21,Blog Post,5,5,1,3014
L00613,2024-10-03,Whitepaper,1,2,1,2088
L00613,2024-10-06,Blog Post,2,2,1,2088
L00614,2024-02-05,Organic Search,1,6,1,2100
L00614,2024-02-07,Webinar,2,6,1,2100
L00614,2024-02-07,Blog Post,3,6,1,2100
L00614,2024-02-11,Sales Call,4,6,1,2100
L00614,2024-02-13,Email Campaign,5,6,1,2100
L00614,2024-02-20,Paid Search,6,6,1,2100
L00615,2024-07-31,Demo Request,1,2,1,1620
L00615,2024-08-01,Paid Search,2,2,1,1620
L00616,2024-04-27,Organic Search,1,2,0,0
L00616,2024-04-29,Webinar,2,2,0,0
L00617,2024-11-08,Email Campaign,1,5,1,2826
L00617,2024-11-10,Paid Search,2,5,1,2826
L00617,2024-11-10,Product Page,3,5,1,2826
L00617,2024-11-11,Organic Search,4,5,1,2826
L00617,2024-11-20,Whitepaper,5,5,1,2826
L00618,2024-06-08,Whitepaper,1,6,1,2089
L00618,2024-06-12,Organic Search,2,6,1,2089
L00618,2024-06-14,Blog Post,3,6,1,2089
L00618,2024-06-20,Webinar,4,6,1,2089
L00618,2024-06-20,Paid Search,5,6,1,2089
L00618,2024-06-13,Sales Call,6,6,1,2089
L00619,2024-07-27,Sales Call,1,2,0,0
L00619,2024-07-30,Webinar,2,2,0,0
L00620,2024-05-01,Email Campaign,1,4,1,3395
L00620,2024-05-04,Webinar,2,4,1,3395
L00620,2024-05-09,Whitepaper,3,4,1,3395
L00620,2024-05-10,Demo Request,4,4,1,3395
L00621,2024-08-21,Webinar,1,2,1,1883
L00621,2024-08-24,Paid Search,2,2,1,1883
L00622,2024-04-27,Sales Call,1,4,0,0
L00622,2024-04-29,Product Page,2,4,0,0
L00622,2024-05-05,LinkedIn Ad,3,4,0,0
L00622,2024-05-09,Email Campaign,4,4,0,0
L00623,2024-05-16,Paid Search,1,6,1,1525
L00623,2024-05-17,LinkedIn Ad,2,6,1,1525
L00623,2024-05-20,Product Page,3,6,1,1525
L00623,2024-05-19,Webinar,4,6,1,1525
L00623,2024-05-28,Blog Post,5,6,1,1525
L00623,2024-05-31,Sales Call,6,6,1,1525
L00624,2024-12-19,Facebook Ad,1,3,0,0
L00624,2024-12-20,Organic Search,2,3,0,0
L00624,2024-12-23,Demo Request,3,3,0,0
L00625,2024-08-26,Blog Post,1,6,1,2346
L00625,2024-08-30,Whitepaper,2,6,1,2346
L00625,2024-08-28,Product Page,3,6,1,2346
L00625,2024-08-29,Webinar,4,6,1,2346
L00625,2024-09-11,Sales Call,5,6,1,2346
L00625,2024-08-31,Facebook Ad,6,6,1,2346
L00626,2024-11-20,Facebook Ad,1,6,0,0
L00626,2024-11-21,Sales Call,2,6,0,0
L00626,2024-11-26,Whitepaper,3,6,0,0
L00626,2024-11-29,Email Campaign,4,6,0,0
L00626,2024-11-28,Paid Search,5,6,0,0
L00626,2024-11-25,LinkedIn Ad,6,6,0,0
L00627,2024-08-28,Facebook Ad,1,2,0,0
L00627,2024-08-29,Paid Search,2,2,0,0
L00628,2024-09-09,Organic Search,1,4,1,1355
L00628,2024-09-12,Webinar,2,4,1,1355
L00628,2024-09-11,Sales Call,3,4,1,1355
L00628,2024-09-12,Facebook Ad,4,4,1,1355
L00629,2024-05-23,Facebook Ad,1,3,0,0
L00629,2024-05-25,Paid Search,2,3,0,0
L00629,2024-05-31,Demo Request,3,3,0,0
L00630,2024-04-02,Demo Request,1,2,0,0
L00630,2024-04-04,Organic Search,2,2,0,0
L00631,2024-12-29,Whitepaper,1,4,1,2266
L00631,2024-12-31,Demo Request,2,4,1,2266
L00631,2024-12-31,Organic Search,3,4,1,2266
L00631,2025-01-07,Facebook Ad,4,4,1,2266
L00632,2024-09-27,Organic Search,1,6,1,1761
L00632,2024-09-30,Webinar,2,6,1,1761
L00632,2024-09-29,Whitepaper,3,6,1,1761
L00632,2024-10-03,Facebook Ad,4,6,1,1761
L00632,2024-10-05,Blog Post,5,6,1,1761
L00632,2024-10-02,Paid Search,6,6,1,1761
L00633,2024-02-17,Organic Search,1,4,1,2457
L00633,2024-02-21,LinkedIn Ad,2,4,1,2457
L00633,2024-02-25,Product Page,3,4,1,2457
L00633,2024-02-23,Blog Post,4,4,1,2457
L00634,2024-04-25,Facebook Ad,1,5,1,1400
L00634,2024-04-26,Demo Request,2,5,1,1400
L00634,2024-04-27,Email Campaign,3,5,1,1400
L00634,2024-05-01,Product Page,4,5,1,1400
L00634,2024-05-03,Paid Search,5,5,1,1400
L00635,2024-08-08,Blog Post,1,5,1,2563
L00635,2024-08-10,LinkedIn Ad,2,5,1,2563
L00635,2024-08-10,Product Page,3,5,1,2563
L00635,2024-08-17,Facebook Ad,4,5,1,2563
L00635,2024-08-20,Whitepaper,5,5,1,2563
L00636,2024-02-29,Blog Post,1,5,0,0
L00636,2024-03-03,Sales Call,2,5,0,0
L00636,2024-03-04,Organic Search,3,5,0,0
L00636,2024-03-09,LinkedIn Ad,4,5,0,0
L00636,2024-03-12,Email Campaign,5,5,0,0
L00637,2024-03-02,Sales Call,1,4,0,0
L00637,2024-03-03,Webinar,2,4,0,0
L00637,2024-03-04,Product Page,3,4,0,0
L00637,2024-03-14,Whitepaper,4,4,0,0
L00638,2024-11-12,Organic Search,1,3,1,3191
L00638,2024-11-15,Email Campaign,2,3,1,3191
L00638,2024-11-20,Webinar,3,3,1,3191
L00639,2024-09-06,Product Page,1,2,0,0
L00639,2024-09-07,Email Campaign,2,2,0,0
L00640,2024-07-27,Webinar,1,3,0,0
L00640,2024-07-28,Sales Call,2,3,0,0
L00640,2024-08-02,LinkedIn Ad,3,3,0,0
L00641,2024-02-28,Blog Post,1,6,1,2157
L00641,2024-03-03,Webinar,2,6,1,2157
L00641,2024-03-01,LinkedIn Ad,3,6,1,2157
L00641,2024-03-08,Whitepaper,4,6,1,2157
L00641,2024-03-15,Paid Search,5,6,1,2157
L00641,2024-03-09,Demo Request,6,6,1,2157
L00642,2024-10-03,Blog Post,1,4,1,2249
L00642,2024-10-05,LinkedIn Ad,2,4,1,2249
L00642,2024-10-11,Whitepaper,3,4,1,2249
L00642,2024-10-09,Organic Search,4,4,1,2249
L00643,2024-11-27,Product Page,1,3,0,0
L00643,2024-11-28,Webinar,2,3,0,0
L00643,2024-11-29,Demo Request,3,3,0,0
L00644,2024-11-08,Product Page,1,4,1,2012
L00644,2024-11-09,Sales Call,2,4,1,2012
L00644,2024-11-14,LinkedIn Ad,3,4,1,2012
L00644,2024-11-14,Webinar,4,4,1,2012
L00645,2024-08-05,Facebook Ad,1,2,0,0
L00645,2024-08-07,Blog Post,2,2,0,0
L00646,2024-10-05,Facebook Ad,1,3,1,2721
L00646,2024-10-07,Email Campaign,2,3,1,2721
L00646,2024-10-13,Paid Search,3,3,1,2721
L00647,2024-08-26,Whitepaper,1,2,0,0
L00647,2024-08-28,Email Campaign,2,2,0,0
L00648,2024-05-08,Paid Search,1,6,1,2831
L00648,2024-05-09,Product Page,2,6,1,2831
L00648,2024-05-16,Facebook Ad,3,6,1,2831
L00648,2024-05-20,Organic Search,4,6,1,2831
L00648,2024-05-12,LinkedIn Ad,5,6,1,2831
L00648,2024-05-18,Demo Request,6,6,1,2831
L00649,2024-07-25,Sales Call,1,3,0,0
L00649,2024-07-29,Demo Request,2,3,0,0
L00649,2024-07-31,Organic Search,3,3,0,0
L00650,2024-12-22,Paid Search,1,5,1,2397
L00650,2024-12-26,Facebook Ad,2,5,1,2397
L00650,2024-12-24,Product Page,3,5,1,2397
L00650,2025-01-03,Demo Request,4,5,1,2397
L00650,2025-01-07,Whitepaper,5,5,1,2397
L00651,2024-04-05,Facebook Ad,1,6,1,2543
L00651,2024-04-08,Email Campaign,2,6,1,2543
L00651,2024-04-07,Blog Post,3,6,1,2543
L00651,2024-04-17,Organic Search,4,6,1,2543
